zestimate.amount,street.name.and.number,zip.code,city,use.code,tax.assessment.year,tax.assessment.value,year.built,lot.size,finished.sqft,bathrooms,bedrooms,region.name,region.type,last.sold.date,last.sold.price,zindex.value
606686,7954 Saloma Ave,91402,Panorama City,SingleFamily,2019,577000,1954,6707,1588,2,4,Panorama City,neighborhood,08/08/2005,529000,424200
966323,5826 Fairhaven Ave,91367,Woodland Hills,SingleFamily,2019,549372,1964,11077,2232,3,3,Woodland Hills,neighborhood,04/10/2002,380000,757200
651817,1363 W Santa Cruz St,90732,San Pedro,SingleFamily,2019,301125,1929,5547,1616,2,2,San Pedro,neighborhood,09/02/1994,200000,578000
2153296,3110 Hollyridge Dr,90068,Los Angeles,SingleFamily,2019,1142539,1926,9295,3650,4,4,Hollywood Hills,neighborhood,02/21/2020,2150000,1755600
902687,7239 Sycamore Trl,90068,Los Angeles,SingleFamily,2019,880934,1963,1893,1280,2,2,Hollywood Hills,neighborhood,12/29/2004,705000,1755600
584518,14641 Cohasset St,91405,Van Nuys,SingleFamily,2019,77089,1950,6249,1427,2,3,Van Nuys,neighborhood,NA,NA,548000
550938,12824 Ottoman St,91331,Pacoima,SingleFamily,2019,206401,1960,5755,1523,2,3,Sun Valley,neighborhood,01/25/1996,138500,483500
5055283,12318 W Sunset Blvd,90049,Los Angeles,SingleFamily,2019,2075628,1942,13904,4200,5,4,Brentwood,neighborhood,05/28/2010,1250000,2404000
678928,5529 Carlin St,90016,Los Angeles,SingleFamily,2019,194737,1935,2718,884,1,2,West Adams,neighborhood,08/02/2002,150000,690600
611791,6450 Farmdale Ave,91606,North Hollywood,SingleFamily,2019,301167,1940,7155,1077,1,2,North Hollywood,neighborhood,04/03/1992,190000,536800
867230,2135 S Curson Ave,90016,Los Angeles,SingleFamily,2019,643148,1939,4780,963,1,2,Mid City,neighborhood,08/09/2005,525000,862400
522601,3533 Sabina St,90023,Los Angeles,SingleFamily,2019,474123,1920,7840,1170,1,3,Boyle Heights,neighborhood,06/30/2004,372000,413200
612021,7616 Greg Ave,91352,Sun Valley,SingleFamily,2019,60380,1953,8809,1044,1,3,Sun Valley,neighborhood,NA,NA,483500
3000913,9171 Thrasher Ave,90069,Los Angeles,SingleFamily,2019,171166,1949,23039,2225,3,2,Hollywood Hills,neighborhood,09/29/1959,95000,1755600
480572,610 W 107th St,90044,Los Angeles,SingleFamily,2019,416200,1949,4791,1029,1,2,South Los Angeles,neighborhood,03/22/2006,430000,429200
559936,7339 Louise Ave,91406,Van Nuys,SingleFamily,2019,530502,1949,6098,819,1,2,Lake Balboa,neighborhood,07/11/2009,250000,546200
880500,4780 Rock Row Dr,90041,Los Angeles,SingleFamily,2019,608652,2010,1882,1556,3,2,Eagle Rock,neighborhood,02/26/2010,526000,794500
1414248,12049 Beatrice St,90230,Los Angeles,SingleFamily,2019,909316,1952,5752,2034,3,3,Del Rey,neighborhood,09/02/2014,194500,934700
598764,7615 N Patriot Way,91405,Van Nuys,SingleFamily,2019,505026,2015,2114,1574,3,4,Valley Glen,neighborhood,03/03/2016,476000,661900
824255,2608 S Rimpau Blvd,90016,Los Angeles,SingleFamily,2019,222468,1921,9377,1246,1,2,West Adams,neighborhood,NA,NA,690600
872885,18793 Algiers St,91326,Porter Ranch,SingleFamily,2019,509123,1966,19166,2224,2.5,3,Porter Ranch,neighborhood,09/18/2009,452000,756700
2670543,940 Rose Ave,90291,Venice,SingleFamily,2019,2316388,1961,6250,3085,4,4,Venice,neighborhood,12/12/2014,2150000,1538600
910531,9370 Crystal View Dr,91042,Tujunga,SingleFamily,2019,730776,1963,13549,1622,2,3,Tujunga,neighborhood,10/04/2013,665000,558800
537959,4827 11th Ave,90043,Los Angeles,SingleFamily,2019,510000,1921,7501,1088,1,2,Park Mesa Heights,neighborhood,12/18/2018,510000,502000
718924,6400 11th Ave,90043,Los Angeles,MultiFamily2To4,2019,508344,2004,7579,2000,2,4,Park Mesa Heights,neighborhood,12/11/2012,460500,502000
431959,1532 E 56th St,90011,Los Angeles,SingleFamily,2019,99636,1905,5200,1228,1,3,Southeast Los Angeles,neighborhood,NA,NA,359400
746777,2635 S Hobart Blvd,90018,Los Angeles,SingleFamily,2019,346839,1908,4819,1461,1,2,Adams-Normandie,neighborhood,NA,NA,NA
525196,13124 Montford St,91331,Pacoima,SingleFamily,2019,52469,1950,6533,1595,2,3,Pacoima,neighborhood,NA,NA,429400
1600102,1129 N New Hampshire Ave,90029,Los Angeles,MultiFamily2To4,2019,468791,1926,6751,5442,4,8,Hollywood,neighborhood,11/05/2001,354000,744100
1440591,2933 Finch St,90039,Los Angeles,SingleFamily,2019,608025,1941,11832,1640,2,3,Atwater Village,neighborhood,09/29/2011,540000,756200
639759,10023 S Hoover St APT 1,90044,Los Angeles,MultiFamily2To4,NA,NA,1951,5009,2370,6,7,South Los Angeles,neighborhood,NA,NA,429200
595813,7906 Wentworth St,91040,Sunland,SingleFamily,2019,260726,1940,4499,1140,2,3,Sunland,neighborhood,NA,NA,553500
672942,10228 Gerald Ave,91343,North Hills,SingleFamily,2019,268658,1960,6788,1830,2,4,North Hills,neighborhood,10/20/1999,195000,546400
1173226,4919 Texhoma Ave,91316,Encino,SingleFamily,2019,826914,1954,10454,1864,1.75,3,Encino,neighborhood,03/25/2011,720000,872400
1152891,1252 S Burnside Ave,90019,Los Angeles,Condominium,2019,553450,1926,6342,1160,1,2,Mid City,neighborhood,05/24/1996,187000,862400
689000,4173 Naomi Ave,90011,Los Angeles,Triplex,2019,37744,1910,6126,3470,3,7,Central City,neighborhood,05/26/1972,19000,395200
683009,2207 Johnston St,90031,Los Angeles,SingleFamily,2019,482849,1903,6013,1464,2,3,Lincoln Heights,neighborhood,05/02/2001,25000,489200
568531,5194 Ithaca Ave,90032,Los Angeles,SingleFamily,2019,186058,1928,6011,814,1,2,El Sereno,neighborhood,08/27/1997,130000,481700
1998495,5644 Buffalo Ave,91401,Van Nuys,SingleFamily,2019,1753380,2017,8106,4367,6,5,Valley Glen,neighborhood,09/12/2019,1925000,661900
1838513,815 N Alta Vista Blvd,90046,Los Angeles,Duplex,2019,419142,1925,7699,1948,2,2,Mid City West,neighborhood,NA,NA,1516200
746268,1020 E 75th St,90001,Los Angeles,MultiFamily2To4,2019,707472,1928,6002,2772,6,6,Southeast Los Angeles,neighborhood,04/03/2017,680000,359400
2886196,4233 Rhodes Ave,91604,Studio City,SingleFamily,2019,2732580,2018,7000,4000,6,5,Studio City,neighborhood,03/27/2018,2679000,1188900
601756,18317 Evelyn Ave,90248,Gardena,SingleFamily,2019,252904,1934,13701,1260,1,2,Harbor Gateway,neighborhood,NA,NA,513600
428471,13541 Beaver St,91342,Sylmar,SingleFamily,2019,136529,1953,5726,726,1,2,Sylmar,neighborhood,04/15/1985,75000,473900
1318963,3684 Buena Park Dr,91604,Studio City,SingleFamily,2019,1178100,1957,9121,2058,3,3,Studio City,neighborhood,07/07/2017,1155000,1188900
472658,1250 Gulf Ave,90744,Wilmington,SingleFamily,2019,204265,1959,5342,1155,2,3,Wilmington,neighborhood,NA,NA,423700
609832,8232 Owens St,91040,Sunland,SingleFamily,2019,256255,1953,6280,1235,2,3,Sunland,neighborhood,06/07/1999,138000,553500
1243190,615 Rosemont Ave,90026,Los Angeles,Triplex,2019,98599,1926,4563,2661,4,5,Silver Lake,neighborhood,NA,NA,991200
1117162,3450 Wonder View Dr,90068,Los Angeles,SingleFamily,2019,496395,1939,7403,1275,2,2,Hollywood Hills,neighborhood,03/14/1997,340000,1755600
527327,13826 Correnti St,91331,Arleta,SingleFamily,2019,440657,1951,8477,1144,2,2,Arleta,neighborhood,09/01/1993,168000,456400
604366,1225 W Cruces St,90744,Wilmington,SingleFamily,2019,530602,1962,5427,1948,2,5,Wilmington,neighborhood,04/15/2016,500000,423700
554269,26525 President Ave,90710,Harbor City,SingleFamily,2019,525000,1950,5528,950,1,2,Harbor City,neighborhood,09/28/2018,525000,543400
678436,10744 Gerald Ave,91344,Granada Hills,SingleFamily,2019,548045,1953,6968,2012,3,3,Granada Hills,neighborhood,10/08/2003,430000,591300
575560,2790 W 11th St,90006,Los Angeles,SingleFamily,2019,221122,1923,1936,816,1,2,Harvard Heights,neighborhood,06/17/2010,64000,671500
762585,23011 Mariano St,91367,Woodland Hills,SingleFamily,2019,81481,1955,10800,1285,2,3,Woodland Hills,neighborhood,NA,NA,757200
602510,1560 Del Amo Blvd,90501,Torrance,Duplex,2019,191988,1944,5400,1351,3,3,Harbor Gateway,neighborhood,12/17/1997,112500,513600
497742,1016 Lagoon Ave,90744,Wilmington,SingleFamily,2019,62141,1971,7112,1366,2,3,Wilmington,neighborhood,03/22/1972,6000,423700
910255,1228 W Martin Luther King Jr Blvd,90037,Los Angeles,Quadruplex,2019,72273,1921,6400,4658,4,4,South Los Angeles,neighborhood,NA,NA,429200
6012230,211 Vance St,90272,Pacific Palisades,SingleFamily,2019,1665822,1951,19689,4582,2,3,Pacific Palisades,neighborhood,NA,NA,2728800
508621,1129 E 28th St,90011,Los Angeles,Duplex,2019,100902,1905,6497,1572,2,4,Central City,neighborhood,06/08/1989,60000,395200
756760,1439 W 28th St,90007,Los Angeles,SingleFamily,2019,257447,1901,6751,1631,1,2,Adams-Normandie,neighborhood,NA,NA,NA
979088,1705 Colby Ave,90025,Los Angeles,SingleFamily,2019,88665,1930,2125,884,1,2,Sawtelle,neighborhood,NA,NA,849300
683141,17135 Lassen St,91325,Northridge,SingleFamily,2019,365388,1960,10524,1581,2,3,Northridge,neighborhood,08/24/2012,331000,676300
1087713,5177 Costello Ave,91423,Sherman Oaks,SingleFamily,2019,548334,1956,6534,1752,2,3,Sherman Oaks,neighborhood,03/27/2009,475000,890000
1508574,943 Indiana Ave,90291,Venice,SingleFamily,2019,70278,1952,4809,932,1,2,Venice,neighborhood,NA,NA,1538600
460113,448 E 41st St,90011,Los Angeles,SingleFamily,2019,32912,1903,6540,1338,1,4,Southeast Los Angeles,neighborhood,NA,NA,359400
918254,5334 1/2 Virginia Ave,90029,Los Angeles,Townhouse,NA,NA,2013,NA,1600,3,4,Hollywood,neighborhood,NA,NA,744100
1151954,241 N Catalina St,90004,Los Angeles,SingleFamily,2019,336424,1922,7417,1718,2,3,Koreatown,neighborhood,NA,NA,613900
1638957,15205 Mulholland Dr,90077,Los Angeles,SingleFamily,2019,190979,1959,14465,2604,4,4,Sherman Oaks,neighborhood,NA,NA,890000
1400415,11956 Aneta St,90230,Los Angeles,SingleFamily,2019,118193,1949,9483,1903,2,4,Del Rey,neighborhood,08/02/2019,1340000,934700
1245719,10852 Wicks St,91040,Sunland,SingleFamily,2019,915780,1981,19994,3260,5,6,Shadow Hills,neighborhood,02/15/2019,1180000,NA
696408,5753 Brynhurst Ave,90043,Los Angeles,SingleFamily,2019,632400,1920,7004,1398,1,2,Park Mesa Heights,neighborhood,09/14/2017,620000,502000
884961,10848 White Oak Ave,91344,Granada Hills,SingleFamily,2019,347308,1949,8311,3266,5,4,Granada Hills,neighborhood,NA,NA,591300
584766,1000 E 20th St,90011,Los Angeles,Duplex,2019,250150,1904,6002,1806,3,5,Central City,neighborhood,03/30/1998,150000,395200
596883,21032 Strathern St,91304,Canoga Park,SingleFamily,2019,381064,1957,7405,1383,2,3,Canoga Park,neighborhood,04/16/2013,345500,487900
636268,7722 Glassport Ave,91304,Canoga Park,SingleFamily,2019,256406,1957,7753,1742,2,3,Canoga Park,neighborhood,NA,NA,487900
1079936,2018 Hillcrest Dr,90016,Los Angeles,Condominium,2019,806126,2015,6599,2200,3.5,4,Mid City,neighborhood,05/16/2013,273000,862400
515415,230 E 111th St,90061,Los Angeles,Duplex,2019,162251,1956,7834,1680,2,4,Southeast Los Angeles,neighborhood,NA,NA,359400
2409513,16953 Dulce Ynez Ln,90272,Pacific Palisades,SingleFamily,2019,686405,1968,11187,2224,3,3,Pacific Palisades,neighborhood,05/24/1995,449000,2728800
5201508,1001 Hilts Ave,90024,Los Angeles,SingleFamily,2019,4739024,1928,8711,4605,7,5,Westwood,neighborhood,05/21/2004,3315000,1137700
1015806,22530 Calvert St,91367,Woodland Hills,SingleFamily,2019,137529,1964,13024,2824,3,5,Woodland Hills,neighborhood,NA,NA,757200
574030,8111 Goodland Ave,91605,North Hollywood,SingleFamily,2019,301201,1953,5888,1340,1,3,Sun Valley,neighborhood,10/01/2002,232000,483500
1658505,10757 Queensland St,90034,Los Angeles,SingleFamily,2019,1570000,1940,6969,1566,2,3,Palms,neighborhood,09/17/2018,1570000,951600
582218,10850 Blucher Ave,91344,Granada Hills,SingleFamily,2019,428138,1957,5662,1434,2,4,Granada Hills,neighborhood,09/02/2009,370000,591300
3232288,331 26th St,90402,Santa Monica,SingleFamily,2019,144132,1937,10579,1551,2,3,Los Angeles,city,NA,NA,629900
650362,15116 Runnymede St,91405,Van Nuys,SingleFamily,2019,159212,1947,8101,1628,2,3,Van Nuys,neighborhood,NA,NA,548000
1029333,1357 Neola St,90041,Los Angeles,SingleFamily,2019,289964,1923,4356,2147,3,5,Eagle Rock,neighborhood,NA,NA,794500
665428,8957 Monogram Ave,91343,North Hills,SingleFamily,2019,629000,1956,7511,1470,2,3,North Hills,neighborhood,08/24/2018,629000,546400
633551,21740 Kingsbury St,91311,Chatsworth,SingleFamily,2019,438465,1961,8712,1360,2,3,Chatsworth,neighborhood,07/09/2013,399000,613700
853918,9938 Clybourn Ave,91040,Sunland,SingleFamily,2019,84118,1948,19966,2239,3,4,Shadow Hills,neighborhood,NA,NA,NA
430184,243 E 45th St,90011,Los Angeles,SingleFamily,2019,197238,1910,5399,1118,1,2,Southeast Los Angeles,neighborhood,09/12/1990,122000,359400
562191,1611 253rd St,90710,Harbor City,SingleFamily,2019,338802,1948,6000,911,1,2,Harbor City,neighborhood,05/20/2011,295000,543400
418056,326 E 59th Pl,90003,Los Angeles,SingleFamily,2019,30007,1920,5400,1120,1,2,Southeast Los Angeles,neighborhood,NA,NA,359400
2229110,16444 Refugio Rd,91436,Encino,SingleFamily,2019,1152508,1962,29795,3676,3,4,Encino,neighborhood,NA,NA,872400
1710316,843 N Citrus Ave,90038,Los Angeles,MultiFamily2To4,2019,1059674,1925,6001,1200,1,2,Hollywood,neighborhood,01/19/2006,865000,744100
1100298,18942 Blackhawk St,91326,Porter Ranch,SingleFamily,2019,761516,1960,16780,4000,3,5,Northridge,neighborhood,10/26/1999,450000,676300
649147,4025 Van Horne Ave,90032,Los Angeles,SingleFamily,2019,242509,1938,6676,1021,1,2,El Sereno,neighborhood,NA,NA,481700
501440,8851 Hazeltine Ave,91402,Panorama City,SingleFamily,2019,167982,1949,5670,1014,1,3,Panorama City,neighborhood,07/03/1986,96000,424200
824723,2716 Halldale Ave,90018,Los Angeles,SingleFamily,2019,248951,1903,7410,1860,4,3,Adams-Normandie,neighborhood,06/09/1995,120000,NA
7294202,166 Homewood Rd,90049,Los Angeles,SingleFamily,2019,2992193,1989,16158,6464,6,5,Brentwood,neighborhood,04/22/1997,20000,2404000
615664,891 E 53rd St,90011,Los Angeles,MultiFamily2To4,2019,291208,1902,4599,1918,2,5,Southeast Los Angeles,neighborhood,07/19/2013,265000,359400
1344022,4114 Murietta Ave,91423,Sherman Oaks,SingleFamily,2019,1288770,1937,6500,1492,2,3,Sherman Oaks,neighborhood,06/25/2018,1263500,890000
681165,23430 Mobile St,91307,West Hills,SingleFamily,2019,83173,1959,7831,1533,2,3,West Hills,neighborhood,NA,NA,651200
1461663,3962 Keeshen Dr,90066,Los Angeles,SingleFamily,2019,806145,1947,5217,1125,1,3,Mar Vista,neighborhood,05/20/2004,632500,1309500
612779,7001 Beckett St,91042,Tujunga,SingleFamily,2019,538031,1983,5798,1295,2,3,Tujunga,neighborhood,06/03/2016,507000,558800
710358,11434 Edenberg Ave,91326,Porter Ranch,SingleFamily,2019,399396,1973,11730,1446,2,3,Porter Ranch,neighborhood,NA,NA,756700
708506,23621 Welby Way,91307,West Hills,SingleFamily,2019,576399,1959,261360,1570,2,3,West Hills,neighborhood,09/26/2014,535000,651200
886553,22700 Cass Ave,91364,Woodland Hills,SingleFamily,2019,741762,1956,13519,1857,2,3,Woodland Hills,neighborhood,08/23/2013,675000,757200
1238072,2520 Berkeley Ave,90026,Los Angeles,Duplex,2019,135504,1921,6706,1478,2,3,Silver Lake,neighborhood,NA,NA,991200
1379362,3700 Bluff Pl,90731,San Pedro,MultiFamily2To4,2019,628842,1948,5440,2728,1,1,San Pedro,neighborhood,01/22/2019,1325000,578000
4412798,17437 Palora St,91316,Encino,SingleFamily,2019,4360500,1964,24326,6200,8,5,Encino,neighborhood,12/18/2017,4275000,872400
1298454,1138 N Hudson Ave,90038,Los Angeles,Duplex,2019,393930,1923,4894,2036,2,4,Hollywood,neighborhood,07/09/2010,343500,744100
1289794,3533 Rosewood Ave,90066,Los Angeles,SingleFamily,2019,79508,1947,4926,1070,1,3,Mar Vista,neighborhood,NA,NA,1309500
1140612,122 S Mariposa Ave,90004,Los Angeles,SingleFamily,2019,675402,1910,6000,1820,2,4,Koreatown,neighborhood,06/29/2010,500000,613900
61013558,10664 Bellagio Rd,90077,Los Angeles,SingleFamily,2019,36081072,2003,62726,20000,16,9,Bel Air,neighborhood,06/17/2016,34928500,3264800
783540,10015 Roscoe Blvd,91352,Sun Valley,SingleFamily,2019,441762,1956,18467,1732,2,3,Sun Valley,neighborhood,04/30/1998,220000,483500
638460,8927 Nestle Ave,91325,Northridge,SingleFamily,2019,479123,1954,7672,1463,2,3,Northridge,neighborhood,01/10/2014,436000,676300
759281,3312 Marguerite St,90065,Los Angeles,Duplex,2019,233684,1911,4497,1226,2,2,Glassell Park,neighborhood,07/30/2002,180000,744500
816775,5848 W Olympic Blvd APT 102,90036,Los Angeles,Townhouse,2019,739500,1990,12466,1858,3,3,Mid City,neighborhood,12/07/2017,725000,862400
644440,3202 Drew St,90065,Los Angeles,SingleFamily,2019,452573,1925,2705,768,1,2,Glassell Park,neighborhood,03/28/2017,435000,744500
1581942,116 N Lucerne Blvd,90004,Los Angeles,SingleFamily,2019,742403,1920,7007,1896,2,3,Mid Wilshire,neighborhood,NA,NA,1620500
566438,2016 W 94th St,90047,Los Angeles,SingleFamily,2019,454195,1940,5000,1227,2,3,South Los Angeles,neighborhood,02/29/2016,428000,429200
1408314,18951 Wells Dr,91356,Tarzana,SingleFamily,2019,723403,1953,21988,2759,4,3,Tarzana,neighborhood,NA,NA,739500
593910,8536 Wyngate St,91040,Sunland,SingleFamily,2019,334079,1952,6753,1045,1,2,Sunland,neighborhood,07/14/1999,149090,553500
2119772,2423 Lanterman Ter,90039,Los Angeles,SingleFamily,2019,1560007,1957,9437,3000,3,3,Silver Lake,neighborhood,06/25/2019,376000,991200
665023,8935 Menlo Ave,90044,Los Angeles,MultiFamily2To4,2019,47195,1953,5201,2260,3,6,South Los Angeles,neighborhood,01/28/2020,660000,429200
1041071,22530 Ballinger St,91311,Chatsworth,SingleFamily,2019,749681,1979,19652,3593,4,4,Chatsworth,neighborhood,03/30/2001,555000,613700
889215,19832 Ahwanee Ln,91326,Porter Ranch,Condominium,2019,468345,1995,5828,2688,3,4,Porter Ranch,neighborhood,04/22/1996,314500,756700
601968,7868 De Soto Ave,91304,Canoga Park,SingleFamily,2019,477542,1959,7405,1383,2,3,Canoga Park,neighborhood,12/24/2015,450000,487900
529800,19411 Vanowen St,91335,Reseda,SingleFamily,2019,499000,1951,6539,1024,1,3,Reseda,neighborhood,10/04/2005,488000,493700
417859,334 E 65th St,90003,Los Angeles,SingleFamily,2019,23018,1922,5399,1122,1,2,Southeast Los Angeles,neighborhood,NA,NA,359400
1003829,5501 Babcock Ave,91607,Valley Village,SingleFamily,2019,648283,1951,7528,1836,3,4,Valley Village,neighborhood,05/02/1990,364000,851200
448270,138 E 85th St,90003,Los Angeles,SingleFamily,2019,182481,1930,5200,1413,1,2,Southeast Los Angeles,neighborhood,05/30/1997,125000,359400
422245,1511 Ravenna Ave,90744,Wilmington,SingleFamily,2019,312120,1941,5550,1058,1,2,Wilmington,neighborhood,01/04/2017,300000,423700
561102,1665 253rd St,90710,Harbor City,SingleFamily,2019,316497,1929,6749,928,1,2,Harbor City,neighborhood,10/10/2001,239000,543400
1512521,803 S Curson Ave,90036,Los Angeles,Townhouse,NA,NA,1937,NA,1479,3,2,Mid City,neighborhood,08/17/2015,1160000,862400
801048,7354 Cartwright Ave,91352,Sun Valley,Duplex,2019,309087,1944,7064,2202,2,4,Sun Valley,neighborhood,07/25/2012,280000,483500
535765,6500 Arlington Ave,90043,Los Angeles,SingleFamily,2019,430000,1925,4800,974,1,2,Park Mesa Heights,neighborhood,02/15/2019,507500,502000
575042,651 W 154th St,90247,Gardena,SingleFamily,2019,359646,1955,5227,1666,2,3,Harbor Gateway,neighborhood,03/22/2001,196000,513600
358094,10829 Weigand Ave,90059,Los Angeles,SingleFamily,2019,225710,1923,3136,720,2,3,Watts,neighborhood,08/27/2014,209500,322300
478046,714 Blades St,90063,Los Angeles,SingleFamily,2019,296298,1924,4502,976,1,3,Boyle Heights,neighborhood,NA,NA,413200
580403,6436 La Riba Way,90042,Los Angeles,SingleFamily,2019,95474,1923,4529,616,1,2,Highland Park,neighborhood,NA,NA,700300
730551,13137 W Lumina Way,91401,Valley Glen,SingleFamily,NA,NA,2019,1541,1947,4,3,Valley Glen,neighborhood,09/03/2019,702515,661900
767981,10118 Lubao Ave,91311,Chatsworth,SingleFamily,2019,58624,1976,11009,2078,2,4,Chatsworth,neighborhood,08/18/2006,725000,613700
597977,8826 Haas Ave,90047,Los Angeles,SingleFamily,2019,204956,1941,5017,1439,1,3,South Los Angeles,neighborhood,01/20/1999,95000,429200
4023503,12323 23rd Helena Dr,90049,Los Angeles,SingleFamily,2019,4154418,1950,10297,3089,4,4,Brentwood,neighborhood,03/04/2015,3856000,2404000
551317,18567 Victory Blvd,91335,Reseda,SingleFamily,2019,468180,1954,7292,1432,2,4,Reseda,neighborhood,02/14/2017,450000,493700
1054275,1530 Parmer Ave,90026,Los Angeles,SingleFamily,2019,513829,2009,6134,1868,2.5,3,Echo Park,neighborhood,04/05/2005,360000,809300
670609,12945 Lull St,91605,North Hollywood,SingleFamily,2019,395799,1965,6111,1735,2,3,Sun Valley,neighborhood,08/22/1989,240000,483500
745413,9219 Ledge Ave,91352,Sun Valley,SingleFamily,2019,110924,1954,19922,1637,2,4,La Tuna Canyon,neighborhood,NA,NA,NA
820888,13636 Gladstone Ave,91342,Sylmar,SingleFamily,2019,504076,1937,23622,2532,3,4,Sylmar,neighborhood,NA,NA,473900
852812,2114 Bonsallo Ave,90007,Los Angeles,Triplex,2019,37742,1892,6238,2651,3,8,University Park,neighborhood,NA,NA,NA
917675,12442 Kling St,91604,Studio City,SingleFamily,2019,178691,1941,7623,1148,1,2,Studio City,neighborhood,NA,NA,1188900
1197493,4421 Auckland Ave,91602,Toluca Lake,SingleFamily,2019,973915,1939,6121,1750,2.5,3,Toluca Lake,neighborhood,04/07/2006,795000,866000
710451,3120 W Vernon Ave,90008,Los Angeles,MultiFamily2To4,NA,NA,2007,NA,1350,2,4,Park Mesa Heights,neighborhood,NA,NA,502000
